plot,Lat,Long,area,subsamples,area_m2,Last_fire_y_ago,collection_date,biome,nativeness,warning,delta15N,N_conc_g_kg,P_conc_mg_kg,abund,richness,mold_Eurotiales_Abundance,mold_Mortierellales_Abundance,mold_Mucorales_Abundance,mold_Trichoderma_Abundance,mold_Umbelopsidales_Abundance,
G4272,58.9,25.1,Estonia ,40,2500,100,17/07/2015,forest: temperate broadleaf forest biome,,,3.759788776,5.675198276,112.5221357,1734,684,3.114186851,11.36101499,0.057670127,0.288350634,0.057670127,
G4273,58.92,25.18,Estonia ,40,2500,100,17/07/2015,forest: temperate broadleaf forest biome,,,-0.217043505,7.046314592,79.47614068,3063,756,0.228534117,5.484818805,0.097943193,0.065295462,2.709761672,
G4274,57.94,27.65,Estonia ,40,2500,100,19/07/2015,forest: temperate broadleaf forest biome,,,1.591498659,2.212001726,73.64952065,2131,579,2.064758329,7.602064758,0.32848428,0.563115908,6.616611919,
G4275,58.95,23.74,Estonia ,40,2500,100,20/07/2015,woodland: woodland: temperate woodland biome,,,1.973234332,4.1212981,2.886223663,2378,691,0.756938604,1.766190076,0.210260723,0.252312868,0.588730025,
G4276,58.93,23.59,Estonia ,40,2500,100,20/07/2015,woodland: woodland: temperate woodland biome,,,3.912408883,6.773580055,19.18132865,2053,635,0.146127618,3.019970774,0.194836824,0.194836824,0.048709206,
G4277,59.08,22.64,Estonia ,40,2500,100,20/07/2015,forest: temperate broadleaf forest biome,,,-1.905641971,18.20768465,89.83079365,1459,584,2.947224126,6.305688828,0.34270048,0.822481151,0.68540096,
G4278,58.89,23,Estonia ,40,2500,100,21/07/2015,forest: temperate coniferous forest biome,,,-0.224165695,11.75682964,37.23243243,964,328,0.31120332,1.244813278,0.10373444,0.726141079,1.867219917,
G4279,58.88,22.96,Estonia ,40,2500,100,21/07/2015,woodland: woodland: temperate woodland biome,,,3.602217048,3.36943667,38.37053097,1739,633,0.632547441,5.405405405,0.115008626,0.345025877,0.40253019,
G4280,58.87,22.94,Estonia ,40,2500,100,20/07/2015,woodland: woodland: temperate woodland biome,,,0.864549491,2.454778645,9.572807354,1817,612,0.660429279,7.815079802,0.605393506,1.100715465,1.320858558,
G4281,58.82,23.07,Estonia ,40,2500,100,21/07/2015,shrubland: temperate shrubland biome,,,4.402141337,5.745093417,27.15475862,2101,677,0.095192765,6.711089957,0.237981913,0.523560209,0.047596383,
G4282,58.87,22.94,Estonia ,40,1250,100,21/07/2015,anthropogenic: village biome,,,4.43361255,3.158766433,58.50919378,2029,477,0.936421883,3.548546082,0.049285362,0.147856087,0.049285362,
G4283,58.84,23.04,Estonia ,40,2500,100,21/07/2015,woodland: woodland: temperate woodland biome,,,4.254588689,4.182081335,14.5739254,3160,567,0.284810127,2.753164557,0.253164557,0.063291139,0.094936709,
G4284,58.85,23,Estonia ,40,1250,100,21/07/2015,forest: temperate broadleaf forest biome,,,2.762275497,12.74675867,60.7377109,6542,1077,0.091715072,2.354020177,0.290431061,0.122286762,0,
G4285,58.8,22.84,Estonia ,40,2500,100,21/07/2015,forest: temperate broadleaf forest biome,,,0.850004139,7.150798012,62.38381633,3710,725,28.81401617,5.90296496,0.592991914,0.970350404,0.566037736,
G4288,58.99,22.8,Estonia ,40,2500,100,22/07/2015,forest: temperate coniferous forest biome,,,-2.587638616,14.83789236,79.05648528,1542,543,0.583657588,2.464332036,0.389105058,0.324254215,0.389105058,
G4289,58.84,22.78,Estonia ,40,2500,100,22/07/2015,woodland: woodland: temperate woodland biome,,,2.79019189,9.50948991,14.66877575,2421,525,0.991325898,3.717472119,0.206526229,0.041305246,0.413052458,
G4291,58.76,22.8,Estonia ,40,2500,100,22/07/2015,woodland: woodland: temperate woodland biome,,,2.244385085,23.02275598,90.41128759,1746,447,0.057273769,1.603665521,0.229095074,0,0.114547537,
G4296,58.79,22.83,Estonia ,40,2500,100,22/07/2015,anthropogenic: village biome,,,3.035793125,5.079022124,44.38100719,3515,769,1.223328592,5.60455192,0.256045519,0.056899004,0.085348506,
G4297,58.99,22.44,Estonia ,40,2500,100,23/07/2015,forest: temperate coniferous forest biome,,,2.189853316,14.90954959,29.6679983,5601,959,0.089269773,1.731833601,0.428494912,0.053561864,0.946259597,
G4299,58.98,22.46,Estonia ,40,1250,100,23/07/2015,anthropogenic: village biome,,,5.329927995,11.23903171,236.7008602,3559,539,0.280977803,5.731947176,0.196684462,0.084293341,0,
G4300,58.93,22.39,Estonia ,40,2500,100,23/07/2015,forest: temperate broadleaf forest biome,,,0.158950413,7.551823187,18.88044086,1932,586,0.207039337,14.07867495,0.155279503,0.569358178,0.051759834,
G4301,58.83,22.63,Estonia ,40,2500,100,24/07/2015,forest: temperate broadleaf forest biome,,,1.749140294,8.605714706,24.24280673,1288,457,0.077639752,4.270186335,0.077639752,0,1.863354037,
G4305,58.72,22.47,Estonia ,40,2500,100,24/07/2015,forest: temperate coniferous forest biome,,,0.263926466,13.94446097,42.96857143,961,373,0.208116545,9.989594173,0.312174818,0.104058273,0.208116545,
G4306,58.7,22.52,Estonia ,40,1250,100,24/07/2015,forest: temperate broadleaf forest biome,,,5.597700448,14.66806479,89.57105781,1009,348,0,4.757185332,0.495540139,0,0,
G4307,58.8,23.01,Estonia ,40,2500,100,25/07/2015,forest: temperate broadleaf forest biome,,,3.158054526,5.98450372,18.41507556,2093,420,0.238891543,1.528905877,0,0.047778309,0.430004778,
G4308,58.74,23.13,Estonia ,40,2500,100,25/07/2015,forest: temperate broadleaf forest biome,,,1.614619255,15.36487995,31.18800683,1095,457,0.273972603,2.922374429,0.365296804,0,1.278538813,
G4309,58.77,23.08,Estonia ,40,2500,100,25/07/2015,forest: temperate broadleaf forest biome,,,2.368852186,7.663634226,17.41920428,1935,503,0.15503876,2.635658915,0.206718346,0.15503876,0.775193798,
G4310,58.95,23.63,Estonia ,40,2500,100,26/07/2015,woodland: woodland: temperate woodland biome,,,2.429503257,6.798527935,23.66639087,2249,553,0.933748333,2.04535349,0.133392619,0.177856825,0,
G4311,58.88,24.75,Estonia ,40,2500,100,26/07/2015,anthropogenic: village biome,,,1.992792483,6.936117043,18.45064125,1984,635,0.151209677,4.939516129,0.100806452,0.151209677,0.151209677,
G4312,58.69,24.97,Estonia ,40,2500,100,26/07/2015,forest: temperate broadleaf forest biome,,,0.653489747,11.5985197,27.6729522,1574,639,0.254129606,6.797966963,0.190597205,0.381194409,0.317662008,
G4313,58.72,25.06,Estonia ,40,2500,100,26/07/2015,forest: temperate broadleaf forest biome,,,0.619739076,12.33235897,40.68008475,2896,706,0.414364641,4.005524862,0,0.10359116,0.241712707,
G4314,35.97,-115.54,USA ,40,2500,100,31/07/2015,forest: temperate coniferous forest biome,,,1.463252596,2.657837251,107.0957903,6148,992,1.187378009,1.528952505,0.260247235,0.14638907,0.032530904,
G4315,36.28,-115.67,USA ,40,2500,100,01/08/2015,forest: temperate coniferous forest biome,,,-0.47802029,4.587921438,85.82700615,7144,1198,4.059350504,0.559910414,0.055991041,0.027995521,1.091825308,
G4316,36.97,-113.98,USA ,40,2500,100,01/08/2015,forest: temperate broadleaf forest biome,,,3.131925771,0.701026808,77.05515797,6534,1055,2.464034282,2.387511478,0.107131925,0.153045608,0.030609122,
G4317,37.15,-113.87,USA ,40,2500,100,01/08/2015,forest: temperate coniferous forest biome,,,-0.302681996,4.253565336,156.2627594,6485,1150,4.502698535,0.832690825,0.077101002,0.046260601,0.524286816,
G4318,37.2,-113.78,USA ,40,2500,100,01/08/2015,forest: temperate broadleaf forest biome,,,0.136350133,1.695864911,55.06534228,5350,1243,8.355140187,3.177570093,1.009345794,0.205607477,0.018691589,
G4319,37.31,-113.54,USA ,40,2500,100,01/08/2015,shrubland: montane shrubland biome,,,-0.536752766,3.706704558,47.00229058,7155,1016,1.733053809,2.320055905,0.433263452,0.097833683,0.01397624,
G4320,37.23,-113.64,USA ,40,2500,100,01/08/2015,shrubland: xeric shrubland biome,,,1.742317471,1.019243042,23.73258427,8776,874,1.526891522,0.39881495,0.364630811,0.07976299,0,
G4321,36.28,-111.98,USA ,40,2500,3.5,02/08/2015,forest: temperate coniferous forest biome,,,1.911311088,3.127393168,129.6693735,4589,906,3.508389627,1.285683155,0.392242319,0.1089562,0.261494879,
G4322,36.37,-112.12,USA ,40,2500,100,02/08/2015,grassland: temperate grassland biome,,,4.081024211,4.550957559,4.552316547,6775,1134,1.638376384,3.985239852,0.073800738,1.535055351,0.3099631,
G4323,35.38,-111.53,USA ,40,2500,1,02/08/2015,forest: temperate coniferous forest biome,,,1.269190628,5.766706848,28.15908046,4716,1046,8.100084818,1.590330789,0.4028838,0.042408821,1.547921968,
G4324,35.33,-111.69,USA ,40,2500,100,05/08/2015,forest: temperate coniferous forest biome,,,-0.698007741,10.39947159,52.83426791,8688,2196,2.693370166,5.536372007,0.690607735,0.161141805,1.208563536,
G4325,35.33,-111.71,USA ,40,2500,100,05/08/2015,forest: temperate coniferous forest biome,,,0.33870481,2.924724608,73.74198058,4753,1179,0.88365243,3.303176941,0.189354092,0,0,
G4328,34.99,-111.75,USA ,40,2500,1,06/08/2015,forest: temperate broadleaf forest biome,,,1.233711105,3.361228868,35.15008641,4499,1166,1.800400089,2.467214937,0.222271616,0.42231607,0.244498778,
G4329,32.44,-110.76,USA ,40,2500,100,08/08/2015,forest: temperate coniferous forest biome,,,-0.88759384,2.023001499,24.63204848,5789,1264,16.13404733,1.710139921,0.345482812,0.5527725,5.821385386,
G4332,32.44,-110.79,USA ,40,2500,100,08/08/2015,forest: temperate coniferous forest biome,,,1.467514033,7.597596914,22.51118846,5648,993,1.504957507,2.10694051,0.230169972,0.017705382,2.124645892,
G4334,32.88,-108.22,USA ,40,2500,100,09/08/2015,forest: temperate coniferous forest biome,,,-1.080771778,3.159145358,16.62998233,5465,1230,3.110704483,0.805123513,0.054894785,0.713632205,0.786825252,
G4335,32.95,-108.21,USA ,40,2500,100,09/08/2015,forest: temperate coniferous forest biome,,,-0.945010634,2.00743692,99.36058897,2855,841,12.64448336,1.295971979,0.700525394,0.350262697,7.07530648,
G4336,32.64,-108.34,USA ,40,2500,100,09/08/2015,forest: temperate broadleaf forest biome,,,2.205589921,2.51062202,49.54699006,8077,1378,0.656184227,0.507614213,0.321901696,0.383805869,0,
G4339,37.29,-118.17,USA ,40,2500,100,11/08/2015,forest: temperate coniferous forest biome,,,2.687807779,1.343331671,58.85952632,7350,864,2.476190476,0.965986395,0.040816327,0,0.068027211,
G4340,36.29,-118,USA ,40,2500,100,11/08/2015,desert: temperate desert biome,,,8.464435426,0.122670464,30.351,5447,174,1.633926932,0.01835873,0,0,0.110152377,
G4341,33.71,-117.63,USA ,40,2500,100,12/08/2015,forest: temperate broadleaf forest biome,,,-0.514844732,4.90480254,114.970586,6841,1282,13.53603274,0.760122789,0.263119427,0.131559713,0.058470984,
G4342,58.06,27.31,Estonia ,40,2500,100,15/08/2015,forest: temperate broadleaf forest biome,,,3.328104429,5.286941677,21.16676485,130,97,0,6.923076923,0.769230769,0,0,
G4343,58.13,27.33,Estonia ,40,2500,100,15/08/2015,woodland: woodland: temperate woodland biome,,,3.758048853,2.39359118,123.8580471,5603,1019,0.339104051,2.26664287,0.10708549,0.10708549,0.42834196,
G4344,58.17,27.3,Estonia ,40,2500,100,15/08/2015,forest: temperate broadleaf forest biome,,,-1.735416438,4.617043703,19.18913481,919,481,0.108813928,4.570184984,0.544069641,0.652883569,8.052230686,
G4345,57.73,27.36,Estonia ,40,2500,100,16/08/2015,woodland: woodland: temperate woodland biome,,,2.656449511,3.709248667,93.61967016,5319,1140,0.319608949,7.557811619,0.26320737,0.282007896,0.094002632,
G4346,57.76,27.48,Estonia ,40,2500,100,16/08/2015,forest: temperate coniferous forest biome,,,-0.207947363,12.36500371,37.02628205,6187,1033,0.1454663,12.12219169,0.404073056,0.274769678,2.020365282,
G4347,57.76,27.48,Estonia ,40,2500,100,16/08/2015,forest: temperate broadleaf forest biome,,,1.672229401,9.912766126,19.97474872,2339,678,0.171013254,8.764429243,0.25651988,0.213766567,0.427533134,
G4348,57.85,27.2,Estonia ,40,1250,100,16/08/2015,forest: temperate broadleaf forest biome,,,1.021475329,7.573929439,32.90795398,1855,494,0.161725067,1.778975741,0,0.377358491,0.431266846,
G4349,58.64,24.32,Estonia ,40,2500,100,17/08/2015,forest: temperate broadleaf forest biome,,,1.682399266,6.522355924,7.805825243,5154,932,0.562669771,2.793946449,0.058207218,0.058207218,0.135816841,
G4350,58.61,24.18,Estonia ,40,2500,100,17/08/2015,forest: temperate broadleaf forest biome,,,0.237857371,5.38713753,2.001189134,1195,507,0.334728033,2.594142259,0.167364017,0.167364017,0.50209205,
G4351,58.62,24.04,Estonia ,40,2500,100,17/08/2015,forest: temperate broadleaf forest biome,,,2.987488183,7.693038753,19.70756037,6074,856,0.082318077,2.370760619,0.016463615,0.049390846,0.032927231,
G4351z,58.62,24.04,Estonia ,40,2500,100,31/08/2018,forest: temperate broadleaf forest biome,,,2.987488183,7.693038753,19.70756037,1372,357,0.655976676,2.259475219,0.072886297,0.072886297,0.072886297,
G4352,58.61,23.97,Estonia ,40,2500,100,17/08/2015,forest: temperate broadleaf forest biome,,,-0.872595478,5.333409812,3.233666829,5673,1114,0.158646219,1.762735766,0.158646219,0.088136788,0.82848581,
G4353,58.69,23.69,Estonia ,40,2500,100,18/08/2015,forest: temperate broadleaf forest biome,,,1.926152215,13.71129521,28.42339426,5751,1104,0.312989045,3.947139628,0.069553121,0.104329682,0.347765606,
G4354,58.68,23.53,Estonia ,40,2500,100,18/08/2015,woodland: woodland: temperate woodland biome,,,1.520434707,8.492696384,33.13664122,3630,654,0,1.404958678,0.082644628,0.027548209,0.027548209,
G4355,58.46,23.83,Estonia ,40,2500,100,19/08/2015,forest: temperate broadleaf forest biome,,,-1.662196055,17.55315574,74.26867925,3063,774,0.195886386,2.350636631,0.130590924,0.130590924,0.32647731,
G4356,58.56,23.72,Estonia ,40,2500,100,19/08/2015,anthropogenic: village biome,,,4.049267008,7.40974548,32.53432327,1047,369,0.286532951,2.865329513,0,0.095510984,0.095510984,
G4357,58.54,23.72,Estonia ,40,2500,100,19/08/2015,forest: temperate broadleaf forest biome,,,1.574371864,7.965770785,13.20524851,1222,428,0.081833061,2.209492635,0,0.163666121,0.327332242,
G4358,58.39,23.84,Estonia ,40,2500,100,20/08/2015,forest: temperate coniferous forest biome,,,-2.088133039,15.51181173,37.06965994,939,411,0.212992545,7.348242812,0.425985091,0.532481363,1.171458999,
G4359,58.43,23.7,Estonia ,40,2500,100,20/08/2015,forest: temperate broadleaf forest biome,,,2.519117222,10.05981883,16.59556019,1348,420,0.222551929,1.854599407,0,0.148367953,0.59347181,
G4359y,58.43,23.7,Estonia ,40,2500,100,29/08/2018,forest: temperate broadleaf forest biome,,,unknown,unknown,24.44595745,1694,416,0.354191263,1.239669421,0.236127509,0.295159386,0.531286895,
G4359z,58.43,23.7,Estonia ,40,2500,100,29/08/2018,forest: temperate broadleaf forest biome,,,2.519117222,10.05981883,16.59556019,6842,605,0.336159018,1.3884829,0.029231219,0.306927799,0.54077755,
G4360,58.55,23.6,Estonia ,40,625,100,20/08/2015,forest: temperate broadleaf forest biome,,,2.589578472,7.053777114,18.36895699,1282,330,0.31201248,0.780031201,0.15600624,0.390015601,0.390015601,
G4361,58.59,23.58,Estonia ,40,2500,100,21/08/2015,forest: temperate broadleaf forest biome,,,1.215123344,10.20766396,24.31725223,878,362,0,9.79498861,0.113895216,0,0,
G4362,58.56,23.55,Estonia ,40,2500,100,21/08/2015,forest: temperate broadleaf forest biome,,,3.802168916,10.32278794,18.27037949,1075,457,1.209302326,1.953488372,0.093023256,0.093023256,0.279069767,
G4363,58.65,23.62,Estonia ,40,2500,100,21/08/2015,anthropogenic: village biome,,,2.944737488,5.967332232,142.7009072,912,347,0.109649123,2.521929825,0.109649123,0.109649123,0,
G4363z,58.65,23.62,Estonia ,40,2500,100,26/08/2019,anthropogenic: village biome,,,2.944737488,5.967332232,142.7009072,4124,648,0.945683802,1.988360815,0.09699321,0.048496605,0,
G4364,58.61,23.81,Estonia ,40,2500,100,21/08/2015,forest: temperate broadleaf forest biome,,,1.955542012,7.47004397,12.2305773,1156,492,0.432525952,3.633217993,0.08650519,0.259515571,0.519031142,
G4365,59.49,26.52,Estonia ,40,2500,100,27/08/2015,anthropogenic: village biome,,,5.625385897,5.081775739,207.1634463,1249,407,0.160128102,8.646917534,0,0.080064051,0,
G4366,59.51,26.54,Estonia ,40,2500,100,27/08/2015,forest: temperate broadleaf forest biome,,,1.592367987,4.689578281,151.2578291,1750,500,0.4,3.6,0.171428571,0.342857143,0,
G4367,59.5,26.52,Estonia ,40,2500,100,27/08/2015,anthropogenic: urban biome,,,4.348975745,7.538101461,323.4592531,895,316,0.223463687,6.592178771,0.335195531,0,0,
G4368,59.51,26.57,Estonia ,40,2500,100,27/08/2015,forest: temperate broadleaf forest biome,,,1.467540525,5.606071335,26.33167373,3132,933,0.383141762,7.471264368,0.03192848,0,0,
G4372,58.7,26.91,Estonia ,40,2500,100,04/09/2015,forest: temperate broadleaf forest biome,,,1.239662405,5.891948495,26.09236855,6140,1330,0.13029316,3.306188925,0.16286645,0.16286645,0.472312704,
G4374,58.6,27.13,Estonia ,40,1250,100,04/09/2015,anthropogenic: village biome,,,6.590822361,5.190231662,288.0728063,2794,575,0.214745884,5.261274159,0.071581961,0.035790981,0.035790981,
G4375,58.29,26.95,Estonia ,40,2500,100,06/09/2015,anthropogenic: village biome,,,3.622601285,4.592642717,95.75417193,3775,1042,0.291390728,5.324503311,0.026490066,0.238410596,0.105960265,
G4376,58.04,26.76,Estonia ,40,2500,100,10/09/2015,forest: temperate broadleaf forest biome,,,-2.5437579,4.649145448,20.95708333,2623,739,0.381242852,10.36980557,0.228745711,0.533739992,7.853602745,
G4377,58.01,26.67,Estonia ,40,2500,100,10/09/2015,anthropogenic: village biome,,,0.907440876,2.698669374,58.11006237,2993,847,1.369863014,2.806548613,0.066822586,0.400935516,0.434346809,
G4378,58,26.68,Estonia ,40,1250,100,10/09/2015,forest: temperate broadleaf forest biome,,,1.727288654,4.484385967,51.18474632,2033,561,0.049188392,4.918839154,0.245941958,0.098376783,0,
G4379,57.54,26.45,Latvia ,40,2500,100,11/09/2015,anthropogenic: village biome,,,1.397952211,4.109126549,34.58096934,3016,932,0.265251989,4.575596817,0.132625995,0.099469496,0.198938992,
G4380,57.52,26.49,Latvia ,40,2500,100,11/09/2015,forest: temperate broadleaf forest biome,,,-0.624751191,10.9688211,35.17598313,2813,838,0.853181657,4.194809812,0.319943121,0.284393886,1.599715606,
G4381,57.89,26.39,Estonia ,40,2500,100,12/09/2015,forest: temperate coniferous forest biome,,,-1.023375989,8.318206875,46.12363636,1063,538,5.362182502,5.079962371,0.564440263,0.940733772,3.480714958,
G4382,57.9,26.28,Estonia ,40,2500,100,12/09/2015,forest: temperate broadleaf forest biome,,,-2.104692512,3.248415965,22.44794397,2664,798,0.225225225,5.292792793,0,0.15015015,0.225225225,
G4383,57.9,26.28,Estonia ,40,2500,100,12/09/2015,anthropogenic: village biome,,,7.812086137,7.233135826,244.211468,2439,669,0.24600246,6.314063141,0.16400164,0.04100041,0.04100041,
G4384,57.93,26.24,Estonia ,40,2500,100,12/09/2015,forest: temperate coniferous forest biome,,,-3.639759453,9.823873706,68.84409399,928,370,0.538793103,12.93103448,0.431034483,1.61637931,14.00862069,
G4385,57.96,26.27,Estonia ,40,2500,100,12/09/2015,anthropogenic: village biome,,,2.224760969,1.405072392,69.87181864,6090,1334,0.706075534,5.123152709,0.13136289,0.180623974,0.098522167,
G4386,57.7,26.46,Estonia ,40,2500,100,13/09/2015,forest: temperate coniferous forest biome,,,-2.356341676,3.884659141,7.638148328,1233,423,0.486618005,6.244931062,0.081103001,0.324412003,15.00405515,
G4388,57.51,26.61,Estonia ,40,2500,100,13/09/2015,forest: temperate coniferous forest biome,,,0.783275569,4.86580442,7.783131566,2157,685,0.463606861,5.28511822,0.185442745,0.231803431,0.231803431,
G4389,57.52,26.6,Estonia ,40,2500,100,13/09/2015,forest: temperate broadleaf forest biome,,,1.65602934,4.483675073,37.27861751,3719,1035,0.457112127,3.791341759,0.242000538,0.18822264,0.18822264,
G4390,58.01,26.46,Estonia ,40,2500,100,14/09/2015,forest: temperate broadleaf forest biome,,,-2.077109827,6.331438804,70.31742941,3526,904,0.085082246,3.99886557,0.056721497,0.141803744,0.113442995,
G4393,58.04,26.36,Estonia ,40,2500,100,14/09/2015,forest: temperate broadleaf forest biome,,,-0.717407839,6.400446858,10.35474521,4043,924,0.544150383,4.1553302,0,0.098936433,0.049468217,
G4394,57.98,26.36,Estonia ,40,2500,100,15/09/2015,forest: temperate broadleaf forest biome,,,-0.797437582,4.251105551,50.59051186,1753,581,0.057045066,5.875641757,0,0.057045066,0,
G4395,57.96,26.35,Estonia ,40,2500,100,15/09/2015,forest: temperate broadleaf forest biome,,,-0.042998101,3.563961872,16.56467766,1835,566,1.253405995,4.904632153,0.163487738,0.326975477,2.070844687,
G4396,57.95,26.38,Estonia ,40,2500,100,15/09/2015,forest: temperate broadleaf forest biome,,,-0.305897868,9.73370757,27.05480717,1689,596,31.02427472,2.07223209,1.361752516,0.177619893,0.414446418,
G4401,57.92,26.64,Estonia ,40,2500,100,15/09/2015,anthropogenic: village biome,,,4.059669774,4.911192639,265.0394619,1318,611,0.151745068,11.45675266,0.075872534,0.379362671,0,
G4402,57.97,26.59,Estonia ,40,2500,100,15/09/2015,forest: temperate broadleaf forest biome,,,1.757614901,5.471000398,29.20305593,1124,519,2.046263345,2.580071174,0.266903915,0.533807829,1.601423488,
G4403,57.92,26.76,Estonia ,40,2500,100,16/09/2015,anthropogenic: village biome,,,3.722468969,5.740639972,180.3682328,2970,731,0.976430976,7.272727273,0.202020202,0.033670034,0,
G4404,59.39,27.46,Estonia ,40,2500,100,18/09/2015,forest: temperate broadleaf forest biome,,,0.216119348,11.17778598,64.55549683,1268,630,0.315457413,8.438485804,0.867507886,0.630914826,2.839116719,
G4405,59.22,27.34,Estonia ,40,2500,100,18/09/2015,forest: temperate broadleaf forest biome,,,1.397866564,5.413125339,36.26528621,1578,622,2.091254753,3.802281369,0.443599493,0,0.190114068,
G4406,59.21,27.15,Estonia ,40,2500,100,18/09/2015,forest: temperate coniferous forest biome,,,-2.47552633,11.09296951,43.87298969,3596,832,0.52836485,5.784204672,0.472747497,0.278086763,6.535038932,
G4407,59.18,27.15,Estonia ,40,2500,100,18/09/2015,forest: temperate broadleaf forest biome,,,-0.83510559,14.65268356,55.77354531,1616,598,0.495049505,12.0049505,0.123762376,0.866336634,2.97029703,
G4410,58.12,25.55,Estonia ,40,2500,100,25/03/2016,anthropogenic: village biome,,,3.907673965,0.886718499,93.13124942,1940,677,0.515463918,7.525773196,0.567010309,0.670103093,0,
G4412,57.98,25.55,Estonia ,40,2500,100,20/09/2015,forest: temperate coniferous forest biome,,,-3.215610132,11.03307872,67.05074534,1867,525,0,9.908944831,0.856989823,0.321371184,10.65881093,
G4413,57.99,25.56,Estonia ,40,2500,100,20/09/2015,forest: temperate broadleaf forest biome,,,2.480130454,9.480497389,51.17615773,2202,721,0.090826521,21.88919164,0.227066303,0.999091735,2.316076294,
G4414,58,25.55,Estonia ,40,2500,100,20/09/2015,forest: temperate broadleaf forest biome,,,0.620090988,5.58965814,24.02424393,1246,515,1.203852327,2.407704655,0.080256822,0.240770465,0.240770465,
G4417,58.68,24.69,Estonia ,40,2500,100,24/09/2015,forest: temperate broadleaf forest biome,,,0.959267504,4.471748984,6.658929482,3932,743,0.584944049,6.180061038,0.07629705,0.508646999,1.500508647,
G4418,58.68,24.7,Estonia ,40,2500,100,24/09/2015,anthropogenic: village biome,,,3.577099197,5.19296965,66.36294623,1214,592,1.647446458,7.413509061,0.082372323,0.329489292,1.647446458,
G4419,58.67,24.61,Estonia ,40,2500,100,24/09/2015,forest: temperate coniferous forest biome,,,0.684846214,7.77778571,9.401596244,2580,635,0.387596899,3.410852713,0.11627907,0.03875969,0.348837209,
G4420,58.67,24.62,Estonia ,40,2500,100,24/09/2015,anthropogenic: village biome,,,6.339006557,6.162586569,698.7544626,871,402,1.951779564,8.03673938,0.229621125,0.344431688,0,
G4422,58.3,21.84,Estonia ,40,2500,100,25/09/2015,forest: temperate broadleaf forest biome,,,3.683302575,16.53442766,76.75217628,3408,744,0.410798122,3.521126761,0.264084507,0.117370892,0.234741784,
G4423,58.29,21.85,Estonia ,40,2500,100,25/09/2015,forest: temperate broadleaf forest biome,,,3.570481279,13.37359349,11.84993962,1273,469,1.963864886,1.335428123,0.157109191,0.706991359,0.86410055,
G4424,58.28,21.84,Estonia ,40,2500,100,25/09/2015,forest: temperate broadleaf forest biome,,,2.441440713,13.85861449,31.75104693,1258,504,2.623211447,2.464228935,0.079491256,1.033386328,1.033386328,
G4425,58.17,22.15,Estonia ,40,2500,100,25/09/2015,forest: temperate broadleaf forest biome,,,3.01582923,12.41309696,18.98484314,1936,674,0.568181818,2.995867769,0.309917355,0.154958678,0.154958678,
G4426,58.35,21.97,Estonia ,40,2500,100,25/09/2015,forest: temperate broadleaf forest biome,,,0.804409652,4.730919719,10.36179194,1029,500,1.068999028,2.429543246,0.09718173,0.485908649,0.680272109,
G4427,58.12,22.21,Estonia ,40,2500,100,26/09/2015,forest: temperate broadleaf forest biome,,,2.024163795,4.014521908,14.21438529,3005,837,1.231281198,3.327787022,0.099833611,0.432612313,1.164725458,
G4428,58.12,22.21,Estonia ,40,2500,100,26/09/2015,forest: temperate coniferous forest biome,,,1.474768476,18.92759396,39.03500496,1336,381,50.3742515,0.299401198,1.571856287,0.898203593,4.341317365,
G4430,57.95,22.12,Estonia ,40,2500,100,26/09/2015,anthropogenic: village biome,,,7.009396013,12.75576348,236.2802623,2290,694,0.56768559,7.248908297,0.174672489,0.436681223,0.3930131,
G4431,58.58,22.55,Estonia ,40,20000,100,27/09/2015,woodland: woodland: temperate woodland biome,,,3.973079408,6.386113902,51.87247938,1035,552,0.579710145,8.115942029,0.289855072,0.193236715,0.483091787,
G4432,58.48,22.94,Estonia ,40,2500,100,27/09/2015,forest: temperate broadleaf forest biome,,,6.094924421,4.575153663,213.9683694,2333,526,0.085726532,4.029147021,0.171453065,0.128589799,0.214316331,
G4434,58.54,24.07,Estonia ,40,2500,100,27/09/2015,woodland: woodland: temperate woodland biome,,,1.626083665,4.707382098,8.695662188,2630,711,0.380228137,6.08365019,0.114068441,0.456273764,0.684410646,
G4435,58.48,24.33,Estonia ,40,2500,100,27/09/2015,anthropogenic: village biome,,,3.970080581,6.43777473,182.9696245,2454,557,0.040749796,3.056234719,0.081499593,0,0,
G4436,58.43,24.29,Estonia ,40,2500,100,27/09/2015,forest: temperate broadleaf forest biome,,,5.610055626,5.666375658,113.8986916,3606,527,0.027731559,2.745424293,0.027731559,0.055463117,0,
G4444,58.54,26.28,Estonia ,40,2500,100,30/09/2015,forest: temperate broadleaf forest biome,,,3.98699214,11.30387607,33.29928372,1987,640,0,9.662808254,0,0.150981379,0,
G4445,58.55,26.38,Estonia ,40,2500,100,30/09/2015,forest: temperate broadleaf forest biome,,,-0.992726888,7.05789998,58.15446996,2640,710,22.31060606,1.590909091,0.53030303,1.287878788,6.439393939,
G4446,58.58,26.44,Estonia ,40,2500,100,30/09/2015,forest: temperate broadleaf forest biome,,,0.504303744,9.451902244,30.72995261,2287,802,0.262352427,3.410581548,0.087450809,0.306077831,0.087450809,
G4448,58.62,26.29,Estonia ,40,2500,100,30/09/2015,anthropogenic: village biome,,,4.819659533,2.50991858,217.0956118,1226,444,0.489396411,3.752039152,0.326264274,0.081566069,0.081566069,
