plot,Lat,Long,area,subsamples,area_m2,Last_fire_y_ago,collection_date,biome,nativeness,warning,delta15N,N_conc_g_kg,P_conc_mg_kg,abund,richness,mold_Eurotiales_Abundance,mold_Mortierellales_Abundance,mold_Mucorales_Abundance,mold_Trichoderma_Abundance,mold_Umbelopsidales_Abundance,
G4449,58.7,26.14,Estonia ,40,2500,100,30/09/2015,forest: temperate broadleaf forest biome,,,0.179214449,4.439411782,6.701064909,1115,517,0.448430493,5.739910314,0.179372197,0.448430493,0.538116592,
G4450,58.02,24.68,Estonia ,40,2500,100,04/10/2015,forest: temperate broadleaf forest biome,,,0.059159447,8.598526957,24.51421264,2282,516,0.876424189,4.07537248,0.525854514,0.262927257,2.936021034,
G4451,57.95,24.62,Estonia ,40,2500,100,04/10/2015,anthropogenic: village biome,,,5.598801608,2.612115323,98.21246764,1572,577,0.954198473,5.788804071,0.254452926,0.381679389,0,
G4452,57.98,24.67,Estonia ,40,2500,100,04/10/2015,forest: temperate broadleaf forest biome,,,-0.995155696,12.37506807,65.14147258,1847,646,0.108283703,6.55116405,0.108283703,0.216567407,0.433134813,
G4453,58.03,24.73,Estonia ,40,1250,100,04/10/2015,forest: temperate broadleaf forest biome,,,0.714309011,12.19161113,51.3638814,214,3,0,0,0,0,0,
G4454,58.06,24.54,Estonia ,40,2500,100,04/10/2015,forest: temperate broadleaf forest biome,,,0.684020938,19.26207039,51.03943689,1752,642,1.312785388,6.392694064,0.399543379,0.456621005,2.625570776,
G4455,57.53,27.33,Estonia ,40,2500,100,06/10/2015,forest: temperate coniferous forest biome,,,-2.384529066,9.162325864,119.8646746,2053,560,1.412566975,8.816366293,0.633219679,0.340964442,6.332196785,
G4456,57.44,27.3,Latvia ,40,2500,100,06/10/2015,forest: temperate broadleaf forest biome,,,4.60368629,26.65462404,30.26983607,2284,689,0.175131349,26.1821366,0.131348511,0.437828371,0.175131349,
G4457,57.5,27.1,Latvia ,40,2500,100,06/10/2015,forest: temperate broadleaf forest biome,,,-1.777797739,14.55984125,105.5681263,1821,485,0.219659528,4.448105437,0.164744646,0.27457441,1.537616694,
G4458,57.63,27,Estonia ,40,625,100,06/10/2015,anthropogenic: village biome,,,5.531951433,7.248539512,329.6256427,1909,636,0.838135149,6.914614982,0.104766894,0.785751702,0.209533787,
G4459,57.63,26.96,Estonia ,40,2500,100,06/10/2015,forest: temperate coniferous forest biome,,,-2.6137484,13.06946335,104.437533,2899,717,0.448430493,21.90410486,0.862366333,2.621593653,4.070369093,
G4461,58.29,26.55,Estonia ,40,2500,100,08/10/2015,forest: temperate broadleaf forest biome,,,4.832488544,3.39187273,140.6652805,2085,594,0.047961631,7.146282974,0.143884892,0.959232614,0.047961631,
G4462,58.25,26.71,Estonia ,40,2500,100,08/10/2015,forest: temperate broadleaf forest biome,,,3.297623254,2.134956934,90.85388753,2893,586,0.311095748,6.602143104,1.417213965,0.345661943,0.103698583,
G4463,59.43,25.02,Estonia ,40,2500,100,09/10/2015,anthropogenic: village biome,,,4.937365484,9.221869735,344.6465359,1354,581,0.960118168,22.52584934,0.147710487,0.886262925,0,
G4464,59.45,25.22,Estonia ,40,2500,100,09/10/2015,forest: temperate broadleaf forest biome,,,0.671081443,11.71743879,67.07064293,3788,844,0.369588173,19.42977825,0.079197466,0.686378036,1.346356917,
G4465,59.45,25.27,Estonia ,40,2500,100,09/10/2015,anthropogenic: village biome,,,6.640192866,15.923276,431.2904762,2260,800,0.840707965,15.79646018,0.353982301,0.575221239,0,
G4467,59.38,25.3,Estonia ,40,2500,100,09/10/2015,anthropogenic: village biome,,,4.950256099,4.769363878,217.0269231,1010,292,0.297029703,5.445544554,0,0,0,
G4468,59.16,25.43,Estonia ,40,2500,100,09/10/2015,forest: temperate coniferous forest biome,,,-2.937113981,8.084631565,110.5862273,1151,335,4.952215465,5.039096438,0.260642919,0.695047785,17.54995656,
G4469,59.18,25.23,Estonia ,40,2500,100,09/10/2015,forest: temperate broadleaf forest biome,,,5.22824696,4.529305991,196.4542521,2931,536,0.034118048,3.445922893,0.068236097,0.034118048,0,
G4470,59.18,25.22,Estonia ,40,2500,100,09/10/2015,forest: temperate broadleaf forest biome,,,1.370761442,2.355019085,21.82415643,3132,653,0.095785441,7.151979566,0.06385696,0.287356322,0,
G4471,59.21,25.1,Estonia ,40,2500,100,09/10/2015,forest: temperate broadleaf forest biome,,,1.444938664,5.177371175,73.07908668,1425,525,0.140350877,5.263157895,0,0.140350877,0.561403509,
G4473,59.35,24.88,Estonia ,40,2500,100,10/10/2015,forest: temperate broadleaf forest biome,,,2.333905064,5.273911128,33.75226069,2320,559,0.387931034,4.439655172,0.043103448,0.043103448,0.25862069,
G4474,59.35,24.96,Estonia ,40,2500,100,10/10/2015,forest: temperate broadleaf forest biome,,,3.084064656,9.207132984,19.60105152,4307,863,0.116090086,2.368237752,0.092872069,0.092872069,0,
G4475,59.33,25.11,Estonia ,40,2500,100,10/10/2015,forest: temperate broadleaf forest biome,,,0.834199845,3.889316436,20.12378303,2426,645,0.082440231,2.555647156,0.041220115,0.082440231,0.041220115,
G4476,59.36,24.9,Estonia ,40,2500,100,10/10/2015,forest: temperate broadleaf forest biome,,,2.181429802,5.510391082,13.5356598,1186,450,0.084317032,2.782462057,0,0.084317032,0.084317032,
G4477,57.9,26.28,Estonia ,40,2500,100,13/10/2015,anthropogenic: village biome,,,5.018402191,2.975771189,134.4181332,2169,591,0.50714615,6.685108345,0.046104195,0.046104195,0.046104195,
G4492,57.9,26.28,Estonia ,40,2500,100,13/10/2015,forest: temperate broadleaf forest biome,,,1.363356495,1.654567498,67.60871935,2046,574,0.439882698,6.402737048,0.048875855,0.244379277,0.097751711,
G4495,59.03,25.71,Estonia ,40,2500,100,14/10/2015,anthropogenic: village biome,,,5.123941754,3.739621146,247.806142,1873,478,0.106780566,5.819540844,0.053390283,0.053390283,0,
G4496,59.1,25.7,Estonia ,40,2500,100,14/10/2015,anthropogenic: village biome,,,3.118772925,4.15220038,227.8989739,1883,431,0.106213489,2.655337228,0.106213489,0,0.053106745,
G4497,59.15,25.66,Estonia ,40,2500,100,14/10/2015,forest: temperate broadleaf forest biome,,,4.518245366,3.625125739,257.0542714,1765,515,0.339943343,5.099150142,0.396600567,0.226628895,0,
G4498,59.15,25.66,Estonia ,40,2500,100,14/10/2015,anthropogenic: village biome,,,5.157075817,4.484720598,205.4041779,1295,463,3.783783784,7.876447876,2.548262548,0.308880309,0.077220077,
G4499,59.13,25.76,Estonia ,40,2500,100,14/10/2015,forest: temperate coniferous forest biome,,,0.303077838,4.27056129,9.217147887,863,393,0.463499421,10.0811124,0.463499421,0.115874855,0,
G4500,59.13,25.85,Estonia ,40,2500,100,14/10/2015,forest: temperate broadleaf forest biome,,,0.689478941,3.597731478,11.7339342,2881,657,0.13884068,2.013189865,0.06942034,0.06942034,0.20826102,
G4501,59.12,25.85,Estonia ,40,2500,100,14/10/2015,forest: temperate broadleaf forest biome,,,0.360294512,4.181826993,25.63927798,4975,1187,0.16080402,3.91959799,0.180904523,0.020100503,0.020100503,
G4502,59.11,25.8,Estonia ,40,2500,100,14/10/2015,forest: temperate coniferous forest biome,,,0.059237158,6.930146077,25.8071968,1215,495,0.49382716,6.666666667,0.164609053,0.082304527,0,
G4503,58.27,26.93,Estonia ,40,2500,100,17/10/2015,forest: temperate broadleaf forest biome,,,0.490664449,3.203562504,24.9908874,3090,852,0.226537217,3.656957929,0.097087379,0.097087379,0.194174757,
G4504,58.24,27.22,Estonia ,40,2500,100,17/10/2015,anthropogenic: village biome,,,5.069984109,0.643725353,99.67801474,2928,674,0.307377049,6.557377049,0.307377049,0.136612022,0,
G4505,58.27,27.07,Estonia ,40,2500,100,17/10/2015,anthropogenic: village biome,,,3.220683681,2.669613607,82.96355289,2883,822,0.034686091,3.121748179,0.242802636,0.208116545,0.034686091,
G4506,58.3,27.07,Estonia ,40,2500,100,17/10/2015,anthropogenic: village biome,,,3.283383682,4.062524821,119.8312625,4284,934,0.163398693,3.127917834,0.140056022,0,0.070028011,
G4507,58.38,26.96,Estonia ,40,2500,100,18/10/2015,forest: temperate broadleaf forest biome,,,3.791081433,2.19181015,118.4195266,4129,637,0,2.058609833,0.024218939,0.024218939,0,
G4508,58.41,26.96,Estonia ,40,2500,100,18/10/2015,forest: temperate broadleaf forest biome,,,1.924573841,9.38914851,31.09509259,1701,624,0.881834215,4.997060553,0.117577895,0.058788948,0.176366843,
G4510,58.66,25.26,Estonia ,40,2500,100,20/10/2015,forest: temperate coniferous forest biome,,,-2.394867408,19.42572447,104.9228205,3355,818,0.834575261,3.189269747,0.476900149,0.596125186,0.268256334,
G4513,58.68,25.51,Estonia ,40,2500,100,20/10/2015,forest: temperate broadleaf forest biome,,,4.557109022,4.425394268,159.7684907,3055,820,0.22913257,6.12111293,0.392798691,0.098199673,0,
G4514,58.69,25.7,Estonia ,40,2500,100,20/10/2015,forest: temperate broadleaf forest biome,,,4.876459411,6.274350612,238.9217986,2069,800,1.449975834,5.219913001,0.386660222,0.483325278,0.048332528,
G4515,58.4,25.85,Estonia ,40,625,100,22/10/2015,anthropogenic: village biome,,,3.067279916,5.368797324,94.22195745,1784,445,1.065022422,2.69058296,0.224215247,0,0.056053812,
G4516,58.46,25.84,Estonia ,40,2500,100,22/10/2015,forest: temperate broadleaf forest biome,,,0.391395147,7.937160397,24.49713491,2264,849,0.397526502,4.770318021,0.088339223,0.485865724,0.220848057,
G4517,58.46,25.83,Estonia ,40,2500,100,22/10/2015,forest: temperate broadleaf forest biome,,,2.099956913,26.1779323,77.78489222,913,382,0.109529025,16.64841183,0,0.21905805,0.438116101,
G4518,58.35,25.61,Estonia ,40,2500,100,22/10/2015,forest: temperate broadleaf forest biome,,,1.238076108,3.489134935,13.41959654,1004,394,0.796812749,4.980079681,0.099601594,0.298804781,0.896414343,
G4519,58.35,25.54,Estonia ,40,2500,100,22/10/2015,forest: temperate broadleaf forest biome,,,1.349277899,12.47759408,63.6621734,1224,570,1.879084967,12.82679739,0.163398693,0.326797386,0.653594771,
G4520,58.38,25.33,Estonia ,40,2500,100,22/10/2015,forest: temperate broadleaf forest biome,,,-1.131842582,8.33457799,47.62664752,2528,686,1.859177215,8.267405063,0.19778481,0.672468354,5.85443038,
G4521,58.36,25.59,Estonia ,40,625,100,22/10/2015,anthropogenic: urban biome,,,5.98136577,7.922051503,192.4421716,786,368,0.508905852,6.106870229,0,0,0,
G4522,59,26.8,Estonia ,40,2500,100,24/10/2015,forest: temperate coniferous forest biome,,,-3.13921082,15.72466329,104.5674969,1287,449,0.621600622,3.574203574,0.310800311,0.155400155,0.932400932,
G4523,59.11,26.64,Estonia ,40,2500,100,24/10/2015,anthropogenic: village biome,,,3.062725377,5.116837289,216.452797,1652,409,0.121065375,6.476997579,0.121065375,0.242130751,0,
G4524,59.17,26.59,Estonia ,40,2500,100,24/10/2015,forest: temperate coniferous forest biome,,,-1.187828181,8.793381629,6.536685083,1366,536,0.366032211,2.855051245,0.219619327,0.073206442,0.585651537,
G4526,59.25,26.53,Estonia ,40,2500,100,24/10/2015,forest: temperate coniferous forest biome,,,0.155873172,7.883659474,20.41668491,1485,637,1.212121212,1.952861953,0.471380471,0.134680135,0.134680135,
G4527,59.28,26.78,Estonia ,40,2500,100,24/10/2015,forest: temperate coniferous forest biome,,,-2.338563354,9.156777094,72.26114943,1082,300,1.848428835,3.696857671,0.462107209,0.277264325,4.990757856,
G4528,59.29,26.88,Estonia ,40,2500,100,24/10/2015,forest: temperate coniferous forest biome,,,-1.251164915,12.93561914,33.71259825,1373,663,0.873998543,4.515659141,0.072833212,0.145666424,1.456664239,
G4529,58.18,26.86,Estonia ,40,2500,100,25/10/2015,forest: temperate broadleaf forest biome,,,2.93182795,2.281665473,72.77049712,2001,555,0.049975012,5.347326337,0,0.149925037,0,
G4530,50.81,4.38,Belgium ,40,2500,100,27/10/2015,anthropogenic: urban biome,,,-3.293091166,7.731843819,85.97582022,1398,125,0,0.143061516,0,0,0.071530758,
G4531,57.62,27.18,Estonia ,40,2500,100,03/11/2015,forest: temperate coniferous forest biome,,,-1.800259154,10.67702429,57.18435583,1256,512,0.477707006,8.200636943,0.71656051,0.796178344,4.856687898,
G4532,57.64,27.09,Estonia ,40,2500,100,03/11/2015,forest: temperate broadleaf forest biome,,,-2.109929743,3.522517747,42.27923348,1293,615,0.154679041,11.60092807,0.154679041,0.309358082,0.696055684,
G4534,58.94,26.09,Estonia ,40,2500,100,05/11/2015,anthropogenic: village biome,,,4.266441341,4.961474833,484.2870407,2890,623,0.242214533,5.121107266,0.069204152,0.034602076,0,
G4535,58.94,26.07,Estonia ,40,2500,100,05/11/2015,anthropogenic: village biome,,,4.206208655,4.304261566,383.6375865,1282,555,0.15600624,11.38845554,0.23400936,0.07800312,0.07800312,
G4536,58.97,25.94,Estonia ,40,2500,100,05/11/2015,woodland: woodland: temperate woodland biome,,,0.25399228,3.84672205,12.55098055,980,425,0.510204082,8.571428571,0.306122449,0,0,
G4537,59.01,26.12,Estonia ,40,2500,100,05/11/2015,forest: temperate broadleaf forest biome,,,2.803089937,6.493000667,33.10406116,1925,590,0.155844156,6.545454545,0.103896104,0.051948052,0,
G4537z,59.01,26.12,Estonia ,40,2500,100,25/08/2019,forest: temperate broadleaf forest biome,,,2.803089937,6.493000667,33.10406116,2289,465,0.393184797,2.053298384,0.393184797,0,0,
G4538,58.95,26.38,Estonia ,40,2500,100,05/11/2015,anthropogenic: village biome,,,5.289171641,5.167647515,436.456422,1159,546,0.517687662,12.85591027,0.172562554,0.517687662,0,
G4540,57.73,26.92,Estonia ,40,2500,100,15/11/2015,anthropogenic: village biome,,,3.027562475,4.447182203,45.03991435,1896,710,0.105485232,6.065400844,0.26371308,0.105485232,0.105485232,
G4542,57.85,26.88,Estonia ,40,2500,100,21/11/2015,forest: temperate coniferous forest biome,,,1.784736627,4.461162379,1.990967089,2011,685,0.298359025,10.04475385,0.099453008,0.994530085,0.198906017,
G4543,59.31,24.49,Estonia ,40,2500,100,21/11/2015,forest: temperate broadleaf forest biome,,,2.536025461,7.400714217,69.67651591,1193,545,0.670578374,7.208717519,0.083822297,0.167644593,0.167644593,
G4544,59.39,24.42,Estonia ,40,2500,100,21/11/2015,anthropogenic: village biome,,,5.241559405,8.364745329,237.1523743,816,412,1.225490196,6.37254902,0.612745098,0.12254902,0,
G4545,59.11,24.78,Estonia ,40,2500,100,22/11/2015,forest: temperate broadleaf forest biome,,,0.326201072,2.676151143,4.204786245,2098,710,0.571973308,2.812202097,0.190657769,0.238322212,0.61963775,
G4546,59.06,24.67,Estonia ,40,2500,100,22/11/2015,anthropogenic: village biome,,,3.920009244,5.238115244,157.175509,1826,664,0.492880613,5.257393209,0,0.164293538,0,
G4547,59.07,24.7,Estonia ,40,2500,100,22/11/2015,forest: temperate broadleaf forest biome,,,1.884781479,13.48177707,34.91725641,1243,504,1.609010459,2.896218825,0.080450523,0.321802092,2.574416734,
G4548,49.99,14.55,Czech Republic ,40,2500,100,01/12/2015,forest: temperate broadleaf forest biome,,,-0.368200373,6.355938716,35.11990698,6402,1736,0.499843799,21.27460169,0.60918463,0.921587004,4.014370509,
G4549,50.02,14.53,Czech Republic ,40,2500,100,03/12/2015,forest: temperate broadleaf forest biome,,,-1.687121209,4.607641432,34.87326521,6643,1471,0.602137588,17.56736414,0.225801596,2.303176276,0.722565106,
G4550,58.04,25.01,Estonia ,40,2500,100,06/12/2015,forest: temperate broadleaf forest biome,,,4.097545838,4.32101509,27.78298231,1300,504,1.076923077,16.76923077,0.230769231,0.230769231,0,
G4551,58.03,24.96,Estonia ,40,2500,100,06/12/2015,forest: temperate coniferous forest biome,,,-2.947036164,13.72621685,68.34666667,1701,518,0.176366843,8.230452675,0.705467372,0.470311581,0.587889477,
G4552,57.85,24.71,Latvia ,40,2500,100,06/12/2015,forest: temperate broadleaf forest biome,,,1.242552244,3.77099387,12.57579618,1491,564,0.201207243,3.957075788,0.067069081,0.335345406,0.469483568,
G4553,57.86,24.54,Latvia ,40,2500,100,06/12/2015,forest: temperate broadleaf forest biome,,,1.705670606,4.679393414,2.276701832,2920,812,0,10.95890411,0.034246575,0.171232877,0.068493151,
G4554,58.36,26.89,Estonia ,40,2500,100,13/12/2015,anthropogenic: village biome,,,2.447596569,3.370830827,121.9477244,1267,444,0.078926598,5.682715075,0.078926598,0.394632991,0,
G4555,58.56,25.85,Estonia ,40,2500,100,19/12/2015,anthropogenic: village biome,,,4.417829306,4.088112385,158.4673053,1108,397,0.090252708,4.963898917,0,0.090252708,0,
G4556,58.66,25.97,Estonia ,40,2500,100,19/12/2015,anthropogenic: urban biome,,,4.428009339,2.851574964,186.0494263,2138,608,0.187090739,5.565949486,0.140318054,0.046772685,0.046772685,
G4557,59.55,24.81,Estonia ,40,2500,100,25/12/2015,forest: temperate coniferous forest biome,,,-1.842038403,12.58009307,66.80888388,4926,642,0.182704019,4.587900934,0.669914738,0.791717418,0.548112058,
G4558,59.44,24.52,Estonia ,40,2500,100,26/12/2015,forest: temperate broadleaf forest biome,,,0.295620545,8.726552679,255.892588,1584,606,4.924242424,2.398989899,0.315656566,0.189393939,3.345959596,
G4559,59.44,24.5,Estonia ,40,2500,100,26/12/2015,forest: temperate coniferous forest biome,,,-5.111021437,12.57433046,129.3960848,1039,419,0.096246391,4.619826756,0.673724735,0.192492782,2.983638114,
G4561,59.42,24.33,Estonia ,40,2500,100,26/12/2015,forest: temperate broadleaf forest biome,,,3.615669348,3.522653474,261.5942672,1346,556,0.14858841,7.280832095,0.14858841,0.14858841,0.222882615,
G4562,59.4,24.26,Estonia ,40,2500,100,26/12/2015,forest: temperate broadleaf forest biome,,,-1.129590776,15.05642907,30.9824196,1098,480,0,3.64298725,0.091074681,0,0.910746812,
G4563,59.41,24.8,Estonia ,40,2500,100,13/02/2016,forest: temperate broadleaf forest biome,,,6.018463149,12.97339145,356.12908,2856,671,0.035014006,3.326330532,0.070028011,0.035014006,1.785714286,
G4564,59.44,24.64,Estonia ,40,2500,100,14/02/2016,forest: temperate broadleaf forest biome,,,0.376774462,9.386410225,87.07882133,1496,626,0.06684492,14.17112299,0.13368984,0.401069519,0.334224599,
G4596,57.84,27.2,Estonia ,40,2500,100,20/03/2016,woodland: woodland: temperate woodland biome,,,0.493388774,9.008735894,80.83496128,997,541,0.200601805,9.327983952,0.802407222,0.300902708,0.401203611,
G4597,57.95,27.12,Estonia ,40,2500,100,20/03/2016,forest: temperate coniferous forest biome,,,-3.082498494,4.421038574,52.63718841,2061,577,0.388161087,13.68267831,0.145560408,0.727802038,14.31344008,
G4599,58.08,26.01,Estonia ,40,2500,100,25/03/2016,forest: temperate broadleaf forest biome,,,2.684107548,5.274712177,21.11614279,888,329,0.225225225,11.93693694,0,0.112612613,0,
G4600,58.18,25.66,Estonia ,40,2500,100,25/03/2016,anthropogenic: village biome,,,2.958276395,3.026235018,130.0557143,1408,481,0.568181818,3.977272727,0.142045455,0.284090909,0.071022727,
G4602,58.03,26.92,Estonia ,40,2500,100,03/04/2016,forest: temperate broadleaf forest biome,,,-2.871174654,4.362523203,20.04444444,3054,904,0.425671251,3.798297315,0.098231827,0.523903078,1.047806156,
G4603,58.25,26.69,Estonia ,40,2500,100,03/04/2016,forest: temperate broadleaf forest biome,,,1.662078178,3.552285734,70.81561465,1460,612,0.890410959,6.849315068,0.547945205,0.205479452,0.616438356,
G4604,59.25,25.68,Estonia ,40,2500,100,07/04/2016,anthropogenic: village biome,,,2.440130951,1.899164827,88.19014354,1085,444,0.829493088,6.267281106,0.092165899,0.184331797,0,
G4605,59.25,25.64,Estonia ,40,2500,100,07/04/2016,forest: temperate coniferous forest biome,,,-2.188442803,8.557033539,40.846121,1529,530,0.392413342,5.820797907,0.130804447,0.196206671,1.635055592,
G4606,59.32,25.43,Estonia ,40,2500,100,07/04/2016,forest: temperate broadleaf forest biome,,,-1.126619408,11.67368457,62.87948267,1193,469,3.352891869,7.376362112,0.335289187,0.670578374,2.430846605,
