Country,LONG,LAT,Point_ID,NUTS_1,NUTS_2,NUTS_3,P,N,K,CaCO3,pH_CaCl2,pH_H20,EC,OC,Land Cover,Land Description,Land Use,Revisited_point,Soil_Stones
Finland,28.294981245,62.089260923,52684456,FI1,FI1D,FI1D1,35.7,12.4,195.1,0,3.0,3.85,24.6,270.8,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,24.607243597,61.876091827,50864388,FI1,FI19,FI197,25.8,1.9,86.3,0,3.8,4.39,7.71,46.6,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,24.782583759,61.674428653,51004368,FI1,FI19,FI197,58.4,12.6,225.0,0,4.0,4.26,80.7,216.4,Woodland,Other mixed woodland,Semi-natural and natural areas not in use,Yes,1
Finland,25.22094992,62.016014212,51144410,FI1,FI19,FI193,19.2,2.5,32.8,0,3.9,4.52,7.79,52.8,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,Yes,1
Finland,22.859842773,62.699174549,49784460,FI1,FI19,FI194,72.1,6.5,159.5,0,3.7,4.81,33.2,134.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,26.956379698,62.102361109,52004440,FI1,FI1D,FI1D1,290.8,21.6,10030.9,0,3.6,4.31,264.0,476.1,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,22.210226657,62.369321396,49524418,FI1,FI19,FI194,47.9,9.1,202.5,0,3.4,4.38,37.3,208.4,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,26.380231442,63.148965856,51424546,FI1,FI1D,FI1D2,133.8,14.0,331.7,0,3.6,4.65,64.0,365.3,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,23.226473259,62.630580179,49984456,FI1,FI19,FI194,89.8,12.3,227.2,0,2.9,3.87,26.6,509.5,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,22.822896031,62.427573737,49824430,FI1,FI19,FI194,44.3,8.8,411.7,0,3.3,3.97,19.11,257.2,Woodland,Other coniferous woodland,FORESTRY,Yes,1
Finland,21.691552077,62.648433294,49204444,FI1,FI19,FI194,62.6,23.0,126.4,0,5.1,5.3,236.0,437.4,Grassland,Spontaneously re-vegetated surfaces,Fallow land,Yes,1
Finland,22.319637925,61.574051444,49744332,FI1,FI19,FI196,55.7,20.2,195.4,0,3.3,4.21,36.9,531.6,Woodland,Other mixed woodland,FORESTRY,Yes,1
Finland,26.70243853,62.9282188,51644526,FI1,FI1D,FI1D2,31.1,3.4,107.8,0,3.8,4.52,25.1,88.9,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,21.97317822,61.566441702,49564328,FI1,FI19,FI196,83.8,5.5,286.8,0,3.8,4.18,61.6,127.1,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,2
Finland,25.435235048,62.362455028,51164450,FI1,FI19,FI193,68.8,13.2,174.1,0,3.0,3.95,49.2,405.7,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,27.828458237,62.574720545,52304502,FI1,FI1D,FI1D2,79.1,24.3,691.5,0,3.8,4.17,259.0,432.6,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,4
Finland,27.479907228,62.802107392,52064522,FI1,FI1D,FI1D2,99.3,19.0,445.4,0,3.3,4.21,71.1,411.4,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,4
Finland,26.372286241,62.335348408,51644458,FI1,FI19,FI193,46.1,4.5,118.3,0,3.6,4.43,34.4,81.0,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,4
Finland,26.940474675,62.567632785,51864490,FI1,FI1D,FI1D2,50.7,11.3,233.8,0,4.0,4.59,16.84,207.7,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Finland,26.100508436,62.568653874,51444480,FI1,FI19,FI193,81.0,22.8,492.0,0,3.6,4.62,73.2,533.1,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,25.947874525,62.954850455,51264520,FI1,FI19,FI193,89.3,20.9,1446.1,0,4.0,4.95,83.5,488.9,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,22.349633656,61.553227625,49764330,FI1,FI19,FI196,58.3,4.6,194.4,0,3.4,4.37,17.61,132.0,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,21.648422042,61.410302483,49424308,FI1,FI19,FI196,16.5,8.8,111.8,0,4.7,5.18,18.1,144.4,Woodland,Other mixed woodland,FORESTRY,Yes,2
Finland,25.452762199,62.0101562,51264412,FI1,FI19,FI193,30.6,8.9,157.7,0,4.5,4.76,87.5,123.6,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.543203983,60.993757976,52624328,FI1,FI1C,FI1C5,98.3,8.8,58.5,0,5.7,5.92,79.0,153.6,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,27.995150869,61.04843983,52844340,FI1,FI1C,FI1C5,32.4,2.7,58.5,0,4.2,4.75,16.7,30.8,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.031213365,60.537842735,52484272,FI1,FI1C,FI1C4,50.2,20.6,112.2,0,3.3,4.23,90.4,421.8,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.306322725,60.559677932,52624278,FI1,FI1C,FI1C4,96.0,13.1,191.9,0,3.7,4.0,51.0,203.4,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,26.429159426,60.461845887,52184256,FI1,FI1B,FI1B1,40.5,9.8,229.8,0,4.0,4.37,36.3,126.0,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.829437474,61.162219144,52724350,FI1,FI1C,FI1C5,20.7,2.5,55.5,0,3.6,4.05,13.3,35.8,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,22.968880281,61.572447706,50084338,FI1,FI19,FI197,29.0,7.9,106.3,0,4.7,4.87,105.6,147.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,28.962216562,61.313461816,53264382,FI1,FI1C,FI1C5,58.4,23.1,114.6,0,3.4,4.1,74.7,492.9,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,21.778690237,61.454531149,49484314,FI1,FI19,FI196,66.9,8.1,112.3,0,3.4,4.08,28.4,147.2,Woodland,Other mixed woodland,FORESTRY,Yes,2
Finland,25.947347902,64.139100357,50944648,FI1,FI1D,FI1D9,7.0,0.4,13.1,0,4.0,4.39,3.06,3.5,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,25.521455871,63.978761116,50784626,FI1,FI1D,FI1D9,49.3,8.2,143.6,0,3.6,4.31,66.8,170.8,Woodland,Other mixed woodland,FORESTRY,Yes,2
Finland,25.819333149,63.689578909,51004598,FI1,FI1D,FI1D9,66.3,26.5,153.4,0,3.7,4.68,61.6,496.7,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,2
Finland,25.414632747,63.860066627,50764612,FI1,FI1D,FI1D9,34.5,2.6,95.1,0,3.5,4.31,13.5,58.4,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,2
Finland,25.509890514,63.425501416,50924566,FI1,FI19,FI193,54.8,15.2,60.2,0,5.1,5.38,99.9,249.9,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,26.67930085,60.801989937,52224296,FI1,FI1C,FI1C4,23.8,7.1,61.3,0,3.6,4.0,21.9,118.4,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.763793647,63.270838308,52064576,FI1,FI1D,FI1D2,12.6,0.9,8.5,0,4.3,4.82,3.41,13.3,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,25.70316256,62.648125188,51224484,FI1,FI19,FI193,36.6,1.3,33.1,0,3.6,4.13,5.91,35.7,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,28.120271624,63.116585909,52284564,FI1,FI1D,FI1D2,66.5,6.7,166.8,0,3.7,4.44,74.6,134.9,Woodland,Other mixed woodland,FORESTRY,Yes,1
Finland,27.981529443,62.29567864,52464474,FI1,FI1D,FI1D2,61.7,19.8,91.1,0,3.3,3.92,75.5,397.6,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,28.091935414,62.412374013,52484488,FI1,FI1D,FI1D2,99.5,15.8,327.2,0,3.5,4.23,159.7,430.0,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,28.310150806,62.571642141,52544508,FI1,FI1D,FI1D2,15.2,2.6,51.0,0,3.8,4.17,14.74,55.3,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,28.130046775,60.882562787,52964324,FI1,FI1C,FI1C5,54.5,15.3,156.7,0,3.4,4.32,43.3,449.7,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,28.711474863,63.267967708,52524588,FI1,FI1D,FI1D3,23.4,2.0,32.9,0,3.7,4.4,9.68,33.5,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,21.931411556,62.55642712,49344436,FI1,FI19,FI194,69.7,18.9,336.0,0,3.5,4.36,59.3,496.8,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,1
Finland,27.839073702,63.39227889,52064590,FI1,FI1D,FI1D2,23.3,1.8,155.2,0,5.5,5.89,17.63,18.7,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,27.344058078,63.393971487,51824584,FI1,FI1D,FI1D2,68.1,5.6,91.8,0,3.5,4.37,47.2,136.7,Woodland,Other coniferous woodland,FORESTRY,Yes,1
Finland,28.218442628,63.27245828,52284582,FI1,FI1D,FI1D2,25.0,2.7,17.6,0,3.7,4.2,11.44,42.0,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.757137778,62.99250193,52144546,FI1,FI1D,FI1D2,57.9,2.3,121.4,0,3.6,4.26,23.2,51.5,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,27.645542759,62.875528347,52124532,FI1,FI1D,FI1D2,56.0,4.7,96.4,0,3.7,4.84,21.0,83.7,Woodland,Pine dominated coniferous woodland,Sport,Yes,1
Finland,27.427633512,61.545839126,52404386,FI1,FI1D,FI1D1,23.5,4.5,73.5,0,4.5,5.3,8.25,62.9,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.898628787,62.957021273,52224544,FI1,FI1D,FI1D2,27.4,7.5,196.5,0,4.1,4.57,25.0,108.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,25.793627246,63.119015461,51144536,FI1,FI19,FI193,7.4,1.1,76.8,0,4.4,4.97,6.43,16.2,Woodland,Other mixed woodland,FORESTRY,Yes,1
Finland,29.495869466,63.992788343,52664676,FI1,FI1D,FI1D8,101.7,9.9,181.1,0,3.4,3.97,24.4,237.9,Woodland,Other mixed woodland,FORESTRY,Yes,2
Finland,28.883876712,62.331215456,52904490,FI1,FI1D,FI1D1,69.7,20.9,220.6,4,3.8,4.47,76.2,529.2,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,29.99421383,62.426947398,53424516,FI1,FI1D,FI1D3,78.8,25.7,124.6,0,3.5,3.86,99.9,536.8,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,29.211647773,63.766396127,52604648,FI1,FI1D,FI1D3,89.6,16.4,148.5,0,3.4,4.27,33.8,485.5,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,1
Finland,28.510612805,63.852922722,52244648,FI1,FI1D,FI1D3,94.4,18.1,233.8,0,3.4,4.12,82.8,521.6,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,28.70286009,64.203473173,52224688,FI1,FI1D,FI1D8,34.4,6.9,144.9,0,4.1,4.48,39.2,145.8,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,30.06757728,62.116882195,53564484,FI1,FI1D,FI1D3,82.1,25.5,133.5,2,3.9,4.52,127.3,469.3,Woodland,Other mixed woodland,FORESTRY,Yes,1
Finland,28.470436915,64.175321679,52124682,FI1,FI1D,FI1D8,207.2,23.7,224.4,0,3.5,4.15,111.6,512.2,Woodland,Broadleaved woodland,FORESTRY,Yes,2
Finland,30.225765169,62.11365643,53644486,FI1,FI1D,FI1D3,15.9,9.0,149.6,0,4.2,4.5,49.7,119.4,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,29.783690646,63.918350641,52824672,FI1,FI1D,FI1D8,33.8,3.1,60.7,0,3.3,4.13,18.37,100.8,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,2
Finland,29.715603931,64.002221844,52764680,FI1,FI1D,FI1D8,21.9,3.3,61.1,0,3.4,4.11,6.14,84.0,Woodland,Other mixed woodland,FORESTRY,Yes,2
Finland,21.381010223,62.45324258,49084420,FI1,FI19,FI195,55.8,16.8,534.5,0,3.4,4.06,59.5,453.4,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,22.650758761,61.637071289,49904342,FI1,FI19,FI196,48.0,6.9,168.4,0,3.6,4.33,15.15,145.9,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,26.030215554,61.541588606,51684368,FI1,FI1C,FI1C3,73.3,6.9,105.9,0,4.1,4.49,52.0,123.6,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,26.120309295,61.86408382,51644404,FI1,FI19,FI193,63.4,22.9,154.1,0,3.4,3.95,86.2,534.9,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Finland,27.436975263,63.885473144,51724638,FI1,FI1D,FI1D2,57.6,9.3,112.1,0,4.6,4.78,121.4,169.8,Grassland,Grassland without tree/shrub cover,Abandoned areas,Yes,1
Finland,29.890447145,62.272422214,53424498,FI1,FI1D,FI1D3,6.5,0.9,43.0,0,4.2,4.48,5.61,15.2,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,27.790239946,66.925313888,50964968,FI1,FI1D,FI1D7,13.2,1.1,25.7,1,3.9,4.45,15.49,24.9,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,26.553511999,60.63197488,52204276,FI1,FI1C,FI1C4,25.4,3.7,193.9,1,4.9,5.28,19.2,44.4,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,25.394201396,61.113234958,51464314,FI1,FI1C,FI1C3,41.8,2.5,121.6,1,5.1,5.47,7.53,33.6,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,24.068141912,61.800402145,50604374,FI1,FI19,FI197,26.4,1.7,111.8,1,4.1,4.7,9.36,32.5,Woodland,Other mixed woodland,FORESTRY,Yes,3
Finland,27.253660273,61.233143405,52404350,FI1,FI1D,FI1D1,11.5,2.0,40.7,1,3.6,4.05,7.18,45.2,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,1
Finland,25.902372209,66.331492779,50324884,FI1,FI1D,FI1D7,6.8,0.6,23.7,1,3.4,4.28,3.09,8.0,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,3
Finland,25.949920243,60.627841023,51884268,FI1,FI1B,FI1B1,24.9,1.6,376.3,0,5.6,5.98,7.89,16.8,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,23.552973173,63.611279661,49924566,FI1,FI1D,FI1D5,18.4,1.9,49.6,0,3.6,4.2,4.87,44.3,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,2
Finland,23.529981456,60.293550487,50664204,FI1,FI1C,FI1C1,48.4,1.2,117.4,1,5.1,5.56,8.7,12.8,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,23.217938644,62.521315821,50004444,FI1,FI19,FI194,9.8,1.2,30.3,0,3.4,4.15,4.4,27.1,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,22.212772976,62.570284849,49484440,FI1,FI19,FI194,9.9,1.5,71.8,0,3.7,4.34,7.1,34.1,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,1
Finland,24.845472017,62.128177792,50924418,FI1,FI19,FI193,8.2,2.4,37.4,0,3.8,4.39,9.47,45.4,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,27.417629126,63.106707922,51944554,FI1,FI1D,FI1D2,29.6,3.6,77.7,0,5.4,5.63,34.7,42.5,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,30.098136373,63.351191152,53164616,FI1,FI1D,FI1D3,0.0,0.5,22.8,0,4.3,4.96,3.78,11.1,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,22.539716737,60.49501543,50084216,FI1,FI1C,FI1C1,103.7,2.8,340.6,1,6.1,6.38,12.83,30.5,Bareland,OTHER BARE SOIL,Fallow land,Yes,1
Finland,21.976886704,60.470817305,49784208,FI1,FI1C,FI1C1,25.9,4.0,419.7,1,5.2,5.55,15.35,44.0,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Finland,28.485867731,62.400593576,52684492,FI1,FI1D,FI1D1,10.7,3.2,34.2,1,3.8,4.57,7.87,55.7,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,3
Finland,24.295705603,60.272516283,51084210,FI1,FI1B,FI1B1,18.8,3.4,262.2,1,5.3,5.64,10.65,40.9,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,23.425065766,62.099285368,50204400,FI1,FI19,FI197,4.7,1.1,26.4,0,3.9,4.2,9.14,25.4,Woodland,Other mixed woodland,FORESTRY,Yes,1
Finland,23.554837091,61.775591698,50344366,FI1,FI19,FI197,9.2,2.0,76.5,0,4.6,4.92,19.96,24.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,23.735450976,62.52956131,50264450,FI1,FI19,FI194,22.6,1.9,55.7,0,3.6,4.19,17.16,47.1,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,23.812070574,61.659704241,50504356,FI1,FI19,FI197,50.7,3.4,437.1,0,5.5,5.66,40.2,37.7,Grassland,Grassland with sparse tree/shrub cover,Fallow land,Yes,1
Finland,22.243273404,61.671878967,49684342,FI1,FI19,FI196,81.2,7.7,543.5,0,3.6,4.6,37.7,202.9,Woodland,Spruce dominated coniferous woodland,FORESTRY,Yes,3
Finland,26.870266142,64.338657433,51324680,FI1,FI1D,FI1D9,21.0,4.4,174.3,0,3.7,4.02,39.9,86.3,Woodland,Pine dominated mixed woodland,FORESTRY,Yes,1
Finland,27.309694332,64.49518746,51484702,FI1,FI1D,FI1D8,12.8,0.3,20.8,0,4.3,4.6,2.7,10.8,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Finland,29.942321879,64.611968136,52664748,FI1,FI1D,FI1D8,36.9,2.7,91.4,0,3.8,4.2,26.6,51.9,Woodland,Spruce dominated mixed woodland,FORESTRY,Yes,1
Finland,23.309911933,63.705940745,49784574,FI1,FI19,FI195,70.7,2.5,145.7,1,6.1,6.17,40.2,28.2,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Finland,21.519168336,60.636455768,49504222,FI1,FI1C,FI1C1,52.1,1.2,125.5,1,6.4,6.67,11.84,11.5,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Portugal,-6.630026607,41.249488494,29342170,PT1,PT11,PT11E,17.7,0.6,77.2,0,4.4,5.06,5.02,4.2,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-6.452441757,43.541017137,30002416,ES1,ES12,ES120,28.4,6.4,43.4,1,5.3,5.56,73.4,106.4,Shrubland,Shrubland with sparse tree cover,FORESTRY,Yes,2
Spain,-7.551197859,43.558862764,29142438,ES1,ES11,ES112,24.9,11.7,159.1,0,4.1,4.22,46.2,188.3,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),Yes,2
Spain,-7.029371581,43.261522948,29482396,ES1,ES12,ES120,19.2,6.0,89.3,1,3.8,4.4,7.54,107.7,Woodland,Broadleaved woodland,FORESTRY,Yes,3
Spain,-5.666474131,43.17004767,30542362,ES1,ES12,ES120,31.0,6.1,83.4,1,3.7,4.16,32.6,93.1,Woodland,Broadleaved woodland,FORESTRY,Yes,3
Spain,-3.453487214,42.921786964,32262300,ES4,ES41,ES412,9.3,1.0,55.4,519,7.4,7.91,16.78,17.9,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,Yes,2
Spain,-7.771216499,42.87513622,28802368,ES1,ES11,ES112,11.5,4.4,72.8,0,4.1,4.62,7.87,47.8,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Spain,-7.553325605,42.987267471,29002376,ES1,ES11,ES112,20.8,5.2,65.4,0,4.2,4.34,23.8,76.0,Woodland,Other mixed woodland,FORESTRY,Yes,1
Spain,-7.245611181,42.801197714,29202350,ES1,ES11,ES112,27.7,5.7,88.8,0,3.9,4.0,31.0,76.7,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,2
Spain,-7.219004823,43.302943733,29342404,ES1,ES11,ES112,10.2,3.7,132.3,0,4.2,4.93,8.33,53.2,Woodland,Other mixed woodland,FORESTRY,Yes,3
Spain,-3.59125715,43.086083293,32182320,ES4,ES41,ES412,29.9,4.8,41.5,1,3.9,4.66,8.14,99.1,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),Yes,4
Spain,-8.004631809,42.81496758,28602366,ES1,ES11,ES114,26.0,4.3,176.5,0,4.0,4.18,11.8,57.6,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Spain,-7.768727579,43.520858483,28962438,ES1,ES11,ES111,14.5,5.1,88.0,0,4.1,4.16,24.4,66.2,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,Yes,3
Spain,-8.989119208,42.89141286,27842394,ES1,ES11,ES111,26.6,8.9,136.1,0,4.1,4.83,7.27,104.7,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Spain,-7.95689899,42.82354891,28642366,ES1,ES11,ES112,19.0,5.1,62.8,0,4.1,4.13,27.8,68.8,Woodland,Broadleaved woodland,FORESTRY,Yes,2
Spain,-3.064290303,42.62593624,32522262,ES2,ES23,ES230,9.2,5.1,100.2,31,6.8,7.06,29.9,65.2,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,Yes,1
Spain,-8.060886597,42.103561162,28382290,ES1,ES11,ES113,24.2,7.3,55.2,0,4.2,4.98,8.3,85.4,Artificial land,OTHER ARTIFICIAL AREAS," Electricity, gas and thermal power distribution",Yes,1
Spain,-7.918251953,42.535336416,28602334,ES1,ES11,ES113,115.0,7.0,109.8,0,4.1,5.02,8.61,110.9,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-8.276175142,42.876451946,28402378,ES1,ES11,ES111,21.2,2.4,41.9,0,4.2,4.9,5.72,29.8,Woodland,Other mixed woodland,Semi-natural and natural areas not in use,Yes,1
Spain,-8.58509863,43.207467341,28242420,ES1,ES11,ES111,37.0,2.9,50.3,0,4.7,5.17,19.57,29.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-9.052521428,43.082807004,27842416,ES1,ES11,ES111,16.6,5.6,106.9,0,4.1,4.16,12.17,70.2,Woodland,Pine dominated coniferous woodland,FORESTRY,Yes,1
Spain,-8.815422826,42.979713152,28002400,ES1,ES11,ES111,177.1,5.2,65.5,0,4.9,5.25,50.8,55.3,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-8.202689467,42.963678022,28482386,ES1,ES11,ES111,20.8,7.2,376.4,0,4.4,4.65,42.8,107.8,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Spain,-8.490892704,42.836977023,28222378,ES1,ES11,ES111,19.6,9.6,61.9,0,4.6,5.32,6.1,132.6,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Spain,-8.731238933,43.032464019,28082404,ES1,ES11,ES111,26.9,9.3,146.9,0,3.8,3.93,22.2,128.1,Bareland,OTHER BARE SOIL,FORESTRY,Yes,1
Spain,-8.311575272,43.146909105,28442408,ES1,ES11,ES111,31.3,9.5,106.1,0,4.4,4.9,24.3,106.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-7.913356849,43.089577394,28742394,ES1,ES11,ES112,28.3,6.0,65.6,0,3.3,3.92,10.89,102.6,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,Yes,2
Spain,-8.256824219,43.45220507,28562440,ES1,ES11,ES111,20.9,7.8,118.1,0,4.2,4.77,18.16,93.5,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Spain,-6.464333047,43.318531543,29942392,ES1,ES12,ES120,25.9,6.7,145.9,0,5.2,5.46,58.4,56.4,Grassland,Spontaneously re-vegetated surfaces,Fallow land,Yes,1
Spain,-4.022272849,43.319805709,31882352,ES1,ES13,ES130,16.1,5.8,98.4,0,3.5,4.03,16.0,103.1,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Spain,-4.062185499,43.277695874,31842348,ES1,ES13,ES130,34.9,2.7,54.4,6,6.8,6.92,54.2,30.3,Woodland,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-4.102046355,43.235570394,31802344,ES1,ES13,ES130,6.7,5.8,139.6,0,5.6,5.91,26.9,62.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-4.064906231,43.185865018,31822338,ES1,ES13,ES130,10.3,8.3,182.9,1,5.8,6.14,12.87,95.3,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),Yes,4
Spain,-3.845731499,43.106387063,31982326,ES1,ES13,ES130,17.4,5.9,106.3,0,3.9,4.28,36.7,79.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-4.711466198,41.774688404,31022194,ES4,ES41,ES418,37.1,1.7,219.6,627,7.6,8.0,36.8,12.3,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,2
Spain,-3.811085743,43.275667602,32042344,ES1,ES13,ES130,19.6,5.1,290.0,23,7.0,7.16,55.1,50.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-4.438918849,43.279569927,31542354,ES1,ES13,ES130,4.7,2.3,118.8,0,4.6,5.23,7.24,22.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,2
Spain,-3.803745551,43.349791589,32062352,ES1,ES13,ES130,33.0,4.4,164.4,0,4.7,4.92,68.2,37.9,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-6.406963205,43.383001252,30002398,ES1,ES12,ES120,49.7,7.1,115.3,1,4.5,5.04,28.7,75.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Spain,-5.632050014,43.413901803,30622388,ES1,ES12,ES120,16.0,5.0,202.2,0,6.1,6.16,121.3,54.0,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Spain,-4.79058035,41.597929903,30922176,ES4,ES41,ES418,103.5,1.1,139.5,102,7.3,7.72,27.6,8.9,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens),Yes,3
