Country,LONG,LAT,Point_ID,PTotal
Finland,22.305719999878136,62.50805999956936,49544434,249.88
Finland,22.61715000027232,63.25093999978122,49544518,1644.15
Finland,22.764000000399733,63.586960000104,49544556,1451.82
Italy,17.473979999977075,40.54505000015746,49561970,363.75
Italy,17.493179999557356,40.706970000065496,49561988,567.25
Italy,17.5016099998017,40.779039999696295,49561996,601.82
Slovakia,18.69282000034281,48.96535000040223,49562910,617.34
Slovakia,18.785550000332307,49.482760000074,49562968,358.86
Poland,19.2777900003083,52.0134799998022,49563252,490.89
Poland,19.54648000015192,53.2594199998332,49563392,322.21
Poland,19.590429999844677,53.45511000032633,49563414,577.77
Poland,19.634860000088963,53.65079999992014,49563436,595.95
Finland,21.879460000178938,61.31857000010547,49564300,937.13
Finland,21.892800000219893,61.35393000026937,49564304,883.12
Finland,21.97315999993413,61.56644000030582,49564328,679.81
Finland,22.17265999985915,62.07986999990061,49564386,147.75
Finland,22.264609999851643,62.30996999991561,49564412,820.41
Finland,22.49770999971679,62.87621999995309,49564476,367.61
Finland,22.717749999862637,63.38914999987264,49564534,699.88
Finland,24.195610000201384,66.37384000011599,49564872,1047.91
Finland,24.92620000022987,67.60711000042625,49565012,70.22
Finland,25.173159999834184,67.99429000018341,49565056,128.75
Finland,26.138329999629832,69.38228999978372,49565214,505.33
Hungary,18.443477999709955,47.33826099994525,49582728,1212.89
Slovakia,18.52317000009549,47.82064000023587,49582782,608.92
Poland,19.044599999890124,50.71082999980467,49583106,359.03
Poland,19.07593999993111,50.871220000202925,49583124,369.13
Poland,19.23668999984369,51.67287000005052,49583214,495.34
Poland,19.427569999755747,52.58087000025034,49583316,186.04
Finland,21.89651999999808,61.26241000032133,49584294,330.58
Finland,21.956229999814692,61.421720000377775,49584312,1115.5
Finland,22.71052000009797,63.27985000017742,49584522,512.63
Finland,22.7337199997782,63.33291999955839,49584528,199.94
Italy,17.499450000017532,40.3615099996868,49601950,633.24
Italy,17.514419999683298,40.487449999617866,49601964,700.45
Hungary,18.26008000039178,46.01323999982617,49602580,613.79
Hungary,18.45810999997656,47.26475000041222,49602720,363.67
Slovakia,18.591940000430725,48.068580000067016,49602810,763.01
Slovakia,18.61019999983017,48.17571999997807,49602822,692.99
Slovakia,18.62550000032479,48.26500000005001,49602832,706.12
Slovakia,18.64691999975821,48.38987000010047,49602846,669.95
Slovakia,18.737650000147426,48.90756000009401,49602904,604.07
Poland,19.239869999900638,51.545909999846685,49603200,212.42
Poland,19.52286999955089,52.88106999988065,49603350,279.76
Poland,19.53070999956685,52.91665000029735,49603354,284.86
Poland,19.629990000338296,53.36144000015594,49603404,582.25
Poland,19.69079999962031,53.62824999963783,49603434,400.63
Poland,19.74838999969876,53.8772200002029,49603462,1925.4
Poland,19.781320000217875,54.00170000025486,49603476,930.04
Finland,21.791410000171425,60.8705499996828,49604250,1582.32
Finland,21.87345999957938,61.09998000027685,49604276,687.78
Finland,22.087999999700287,61.66654999978272,49604340,556.32
Finland,22.129289999933576,61.77275000041226,49604352,903.79
Finland,22.40521000044123,62.46293999988114,49604430,339.97
Finland,22.419719999578376,62.49834000009099,49604434,32.15
